중점_위도,중점_경도,경사각,최근접_시설의_평균거리,열선여부
37.59054285513685,126.9933131239945,11.724226647768818,198.96565916989115,1
37.61341051900145,126.977763022816,5.044559044910811,437.5469369313907,1
37.61136560187175,126.9753165979465,7.859327073218745,254.70127871333523,1
37.60539992479125,126.957446921739,10.043141322963775,165.03697899109298,1
37.58331357708,126.987146807751,1.2265626728625276,159.65847425947365,1
37.57677449738645,127.006820359603,9.467531923640276,153.88206742211662,1
37.60052798757821,126.9570397551905,9.461556530256177,136.17159128843585,1
37.60955180368855,126.97127396786748,9.704954260255702,354.9911583720188,1
37.59092776723375,126.992698157907,7.855389750784038,270.7272309799198,1
37.57987408181945,127.016532954927,6.751263837332579,196.56277571260833,1
37.60277373102125,126.9568596006075,7.143736119138223,165.66909649974355,1
37.60831595516175,126.97123566934452,15.8631004418161,218.309841796757,1
37.606462765554355,126.9637807299295,8.851412895640365,189.80537468765965,1
37.6085046831177,126.9621876481205,15.333527153634677,286.0331441890365,1
37.548219662024195,126.965106591237,0.8975238646929679,27.39297198833131,1
37.5470733538651,126.96357357198,5.590825215202967,72.69344355799018,1
37.52868206105535,127.004903685117,9.438879850826376,336.0720396369002,1
37.53557833076075,127.0109241577695,3.741894138945617,51.51896465954585,1
37.54256797007285,126.984252369994,6.290657651886152,130.0022551937708,1
37.54381596889495,126.9903405154055,7.897959003062933,395.4088586787295,1
37.5375826039554,127.0118804811605,5.6197067114019985,100.90641471248985,1
37.5461118618304,126.973198459515,4.6216496767228765,136.9182286603798,1
37.5469282613105,126.966989731139,8.948565793027436,176.33982433211568,1
37.5508610948753,127.0302446349625,8.900685975294598,151.78736094737374,1
37.5563871335287,127.0311233933845,3.7465070250200663,196.74413236890393,1
37.556221160392894,127.0336342805015,1.6860261571177555,102.52801548099676,1
37.5856728183119,126.926933829869,12.839227435406494,136.9176574919572,1
37.5865204878056,126.933277138457,16.411929497828112,274.59137412122897,1
37.54724417225505,126.960062216873,6.32550033303485,75.50736265244105,1
37.5538715996837,126.93004597028,7.553984804055477,196.08288128429078,1
37.5544039644149,126.9449631491795,8.05860887943313,67.89332353946023,1
37.55406740406295,126.93884309397752,8.757373490432926,127.90321569965505,1
37.55513625118415,126.9427817140485,10.47206533539996,112.92440777741122,1
37.54973592619075,126.947709185125,6.1959072501644235,83.03021273876911,1
37.5372113776228,126.944587867914,2.202657930748493,125.63576338808484,1
37.55211631102595,126.9617963537815,2.5425296660984147,128.37154709067477,1
37.574585062664,126.895139919408,6.591404139905194,180.60006383063532,1
37.54574088951005,126.924966067122,1.4186235916046832,168.91216966051147,1
37.54845675624445,126.947556633699,3.6043609553082177,129.82011361708427,1
37.556410322454354,126.962050105902,4.222614889679715,184.31953271259468,1
37.497546144454546,127.01814001580148,0.9482531830182814,129.60903246745852,1
37.507530303348304,127.020368240792,1.548521736844732,258.066243786406,1
37.5082247862391,127.020690371314,1.7044224829588583,195.55587069941407,1
37.4848632002368,126.9975871013435,10.126183082445069,120.82612468658215,1
